Name;Measure;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;
Баклажаны;кг.;0.00000000000000000;0.00000000000000000;2161.64211725519999163;3664.40343113520020779;5108.51376039600017975;6539.26171442400027445;7961.05997931599995354;9376.99743566160032060;10789.23629955599972163;12199.29012252719985554;13608.21839049359914497;15016.76274366719917452;16425.44233016400175984;17834.62055369760128087;19244.55179688479984179;20655.41412742559987237;22067.33219282879872480;23480.39324640240010922;24894.65836530000160565;26310.17030369759959285;27726.95898930239854963;29145.04537178160171607;30564.44411572079843609;31985.16548634719947586;33407.21666933280357625;34830.60269475600216538;36255.32708345999708399;37681.39230017759837210;39108.80007025200029602;40537.55160127439739881;41967.64773877680272562;43399.08907440480106743;44831.87602242480352288;46266.00887288159719901;47701.48782859920174815;49138.31303183519776212;50576.48458192800171673;52016.00254858080006670;50943.09058123680006247;50707.43071122960100183;50471.77078547279961640;50236.11082072799763409;50000.45082870240003103;49764.79081756080267951;49529.13079304879647680;49293.47075909760314971;49057.81071868800063385;48822.15067361279943725;48586.49062538400175981;48350.83057490880310070;48115.17052281359792687;47879.51046966000285465;47643.85041564240236767;47408.19036123599653365;47172.53030628959822934;46936.87025123520288616;46701.21019585680187447;46465.55014043520350242;46229.89008488399849739;45994.23002933280076832;
Говядина оковалок;кг.;0.00000000000000000;0.00000000000000000;660.50175805020001008;1119.67882618020007612;1560.93476012099995387;1998.10774607400003333;2432.54610479099983422;2865.19366089659979480;3296.71109153099996547;3727.56087077219990533;4158.06673042859983980;4588.45528278720030357;5018.88515643899972929;5449.46739140760018927;5880.27971571479974955;6311.37653893560036522;6742.79594780879961036;7174.56460306739973021;7606.70116717499968217;8039.21870390759977454;8472.12635784240046632;8905.43053026659981697;9339.13570202580012847;9773.24500971720044618;10207.76064896279967797;10642.68415673100025742;11078.01660883499971533;11513.75875838759930048;11949.91113257700089889;12386.47410038939960941;12823.44792018179941806;13260.83277273480052827;13698.62878462980006589;14136.83604449159975047;14575.45461429419992783;15014.48453750519911409;15453.92584447800072667;15893.77855651080062671;15565.94434426679981698;15493.93716176459929557;15421.92996222779947857;15349.92275077799968130;15277.91553099240081792;15205.90830536579960608;15133.90107565379912558;15061.89384305759995186;14989.88660848799918313;14917.87937249280003016;14845.87213553400033561;14773.86489788879953267;14701.85765974860078131;14629.85042128500026593;14557.84318255740072345;14485.83594371099934506;14413.82870469959925686;14341.82146565520088188;14269.81422651180037064;14197.80698735519945330;14125.79974815899913665;14053.79250896280063898;
Горох;кг.;0.00000000000000000;0.00000000000000000;300.22807184099997357;508.94492099100000360;709.51580005499999970;908.23079367000002549;1105.70277490500006934;1302.36075495299996874;1498.50504160500008766;1694.34585035100008099;1890.03033201299990651;2085.66149217600013799;2281.31143474500004231;2477.03063245800012737;2672.85441623399992750;2868.80751769800008333;3064.90724900399982289;3261.16572866700016675;3457.59143962500002090;3654.19031995800014556;3850.96652629199979856;4047.92296830299983412;4245.06168273900038912;4442.38409532599962404;4639.89120407399968826;4837.58370760500019969;5035.46209492500020133;5233.52670835800017812;5431.77778753500024322;5630.21550017699973978;5828.83996371899957012;6027.65126033399974403;6226.64944755899978190;6425.83456567800021730;6625.20664286099963647;6824.76569886600009340;7024.51174748999983422;7224.44479841399970610;7075.42924739400041290;7042.69870989300034125;7009.96816464899984567;6977.23761398999977246;6944.50705954200020642;6911.77650243900006899;6879.04594347900001594;6846.31538320799973008;6813.58482204000029014;6780.85426022400042712;6748.12369796999973914;6715.39313540399962221;6682.66257261299961101;6649.93200967499979015;6617.20144661700032884;6584.47088350499961962;6551.74032031800015830;6519.00975711600040086;6486.27919386899975507;6453.54863061600008223;6420.81806734499969025;6388.08750407400020777;
Горошек зеленый с\м;кг.;0.00000000000000000;0.00000000000000000;600.45614368199994715;1017.88984198200000719;1419.03160010999999940;1816.46158734000005097;2211.40554981000013868;2604.72150990599993747;2997.01008321000017531;3388.69170070200016198;3780.06066402599981302;4171.32298435200027598;4562.62286949000008462;4954.06126491600025474;5345.70883246799985500;5737.61503539600016666;6129.81449800799964578;6522.33145733400033350;6915.18287925000004179;7308.38063991600029112;7701.93305258399959712;8095.84593660599966825;8490.12336547800077824;8884.76819065199924808;9279.78240814799937652;9675.16741521000039938;10070.92418985000040266;10467.05341671600035625;10863.55557507000048645;11260.43100035399947956;11657.67992743799914024;12055.30252066799948807;12453.29889511799956381;12851.66913135600043461;13250.41328572199927294;13649.53139773200018681;14049.02349497999966843;14448.88959682799941220;14150.85849478800082579;14085.39741978600068251;14019.93632929799969133;13954.47522797999954491;13889.01411908400041284;13823.55300487800013798;13758.09188695800003188;13692.63076641599946015;13627.16964408000058029;13561.70852044800085423;13496.24739593999947829;13430.78627080799924443;13365.32514522599922202;13299.86401934999958030;13234.40289323400065769;13168.94176700999923924;13103.48064063600031659;13038.01951423200080171;12972.55838773799951014;12907.09726123200016445;12841.63613468999938050;12776.17500814800041553;
Итальянские травы;кг.;0.00000000000000000;0.00000000000000000;21.01596502886999929;35.62614446936999713;49.66610600384999685;63.57615555689999809;77.39919424334999576;91.16525284671000406;104.89535291235000614;118.60420952456999544;132.30212324090999232;145.99630445232000397;159.69180043214998932;173.39214427205999414;187.09980913638000288;200.81652623886000697;214.54350743027998760;228.28160100669001054;242.03140077374999350;255.79332239705999541;269.56765684044000864;283.35460778121000658;297.15431779173002269;310.96688667282001006;324.79238428517999182;338.63085953234997305;352.48234664475000955;366.34686958506000565;380.22444512744999656;394.11508501239001134;408.01879746033000629;421.93558822338002301;435.86546132913002793;449.80841959745998793;463.76446500026997910;477.73359892062001109;491.71582232430000658;505.71113588897998170;495.28004731757999934;492.98890969250999206;490.69777152543002785;488.40663297930001363;486.11549416794002809;483.82435517072997300;481.53321604352998975;479.24207682456000157;476.95093754279997711;474.65979821567998442;472.36865885790001585;470.07751947828000993;467.78638008291000006;465.49524067725002396;463.20410126319001165;460.91296184535002567;458.62182242225998152;456.33068299811998259;454.03954357083000559;451.74840414312001258;449.45726471415002834;447.16612528517998726;
Картофель;кг.;0.00000000000000000;0.00000000000000000;1531.16316638910006986;2595.61909705410016613;3618.53058028050008943;4631.97704771699955018;5639.08415201549996709;6642.03985026030022709;7642.37571218549965124;8641.16383679009959451;9639.15469326630045543;10636.87361009760024899;11634.68831719949957915;12632.85622553579923988;13631.55752279340049427;14630.91834025979915168;15631.02696992040000623;16631.94521620170053211;17633.71634208750037942;18636.37063178580137901;19639.92928408920124639;20644.40713834530106396;21649.81458196890162071;22656.15888616260053823;23663.44514077739950153;24671.67690878549910849;25680.85668411750157247;26690.98621262580127222;27702.06671642850051285;28714.09905090269967332;29727.08381496689980850;30741.02142770339924027;31755.91218255089916056;32771.75628495780256344;33788.55387859109760029;34806.30506421659811167;35825.00991219899879070;36844.66847191139822826;36084.68916170940065058;35917.76342045429919381;35750.83763970989821246;35583.91183134900347795;35416.98600366419850616;35250.06016243890189799;35083.13431174289871706;34916.20845436079980573;34749.28259240400075214;34582.35672714240354253;34415.43085964700003387;34248.50499056040280266;34081.57912032629974419;33914.65324934249656508;33747.72737774669803912;33580.80150587549724150;33413.87563362179935211;33246.94976129160204437;33080.02388873189920560;32913.09801614160096506;32746.17214345949832932;32579.24627077739933156;
Корень сельдерея;кг.;0.00000000000000000;0.00000000000000000;60.04561436819999898;101.78898419819999788;141.90316001100001131;181.64615873400001078;221.14055498100000818;260.47215099060002785;299.70100832100001753;338.86917007020002757;378.00606640260002678;417.13229843520002760;456.26228694899998573;495.40612649159999137;534.57088324680000824;573.76150353959997119;612.98144980079996458;652.23314573339996514;691.51828792499998144;730.83806399160005185;770.19330525839995971;809.58459366060003504;849.01233654780003235;888.47681906519994754;927.97824081479996039;967.51674152099997173;1007.09241898499999479;1046.70534167160008110;1086.35555750699995770;1126.04310003539990248;1165.76799274380005045;1205.53025206679990333;1245.32988951180004733;1285.16691313559999799;1325.04132857219997277;1364.95313977320006416;1404.90234949799992137;1444.88895968280007764;1415.08584947879990068;1408.53974197859997730;1401.99363292980001461;1395.44752279799990902;1388.90141190839995033;1382.35530048779992285;1375.80918869580000319;1369.26307664160003696;1362.71696440799996708;1356.17085204480008542;1349.62473959399994783;1343.07862708080006087;1336.53251452259996768;1329.98640193500000350;1323.44028932340006577;1316.89417670100010582;1310.34806406360007713;1303.80195142320008017;1297.25583877379995101;1290.70972612319997097;1284.16361346899998352;1277.61750081479999608;
Крылья куриные;кг.;0.00000000000000000;0.00000000000000000;600.45614368199994715;1017.88984198200000719;1419.03160010999999940;1816.46158734000005097;2211.40554981000013868;2604.72150990599993747;2997.01008321000017531;3388.69170070200016198;3780.06066402599981302;4171.32298435200027598;4562.62286949000008462;4954.06126491600025474;5345.70883246799985500;5737.61503539600016666;6129.81449800799964578;6522.33145733400033350;6915.18287925000004179;7308.38063991600029112;7701.93305258399959712;8095.84593660599966825;8490.12336547800077824;8884.76819065199924808;9279.78240814799937652;9675.16741521000039938;10070.92418985000040266;10467.05341671600035625;10863.55557507000048645;11260.43100035399947956;11657.67992743799914024;12055.30252066799948807;12453.29889511799956381;12851.66913135600043461;13250.41328572199927294;13649.53139773200018681;14049.02349497999966843;14448.88959682799941220;14150.85849478800082579;14085.39741978600068251;14019.93632929799969133;13954.47522797999954491;13889.01411908400041284;13823.55300487800013798;13758.09188695800003188;13692.63076641599946015;13627.16964408000058029;13561.70852044800085423;13496.24739593999947829;13430.78627080799924443;13365.32514522599922202;13299.86401934999958030;13234.40289323400065769;13168.94176700999923924;13103.48064063600031659;13038.01951423200080171;12972.55838773799951014;12907.09726123200016445;12841.63613468999938050;12776.17500814800041553;
Куриный бульон концентрированный;кг.;0.00000000000000000;0.00000000000000000;300.22807184099997357;508.94492099100000360;709.51580005499999970;908.23079367000002549;1105.70277490500006934;1302.36075495299996874;1498.50504160500008766;1694.34585035100008099;1890.03033201299990651;2085.66149217600013799;2281.31143474500004231;2477.03063245800012737;2672.85441623399992750;2868.80751769800008333;3064.90724900399982289;3261.16572866700016675;3457.59143962500002090;3654.19031995800014556;3850.96652629199979856;4047.92296830299983412;4245.06168273900038912;4442.38409532599962404;4639.89120407399968826;4837.58370760500019969;5035.46209492500020133;5233.52670835800017812;5431.77778753500024322;5630.21550017699973978;5828.83996371899957012;6027.65126033399974403;6226.64944755899978190;6425.83456567800021730;6625.20664286099963647;6824.76569886600009340;7024.51174748999983422;7224.44479841399970610;7075.42924739400041290;7042.69870989300034125;7009.96816464899984567;6977.23761398999977246;6944.50705954200020642;6911.77650243900006899;6879.04594347900001594;6846.31538320799973008;6813.58482204000029014;6780.85426022400042712;6748.12369796999973914;6715.39313540399962221;6682.66257261299961101;6649.93200967499979015;6617.20144661700032884;6584.47088350499961962;6551.74032031800015830;6519.00975711600040086;6486.27919386899975507;6453.54863061600008223;6420.81806734499969025;6388.08750407400020777;
Курица бедро;кг.;0.00000000000000000;0.00000000000000000;2702.05264656899998954;4580.50428891899991868;6385.64220049499999732;8174.07714303000011569;9951.32497414499994193;11721.24679457700040075;13486.54537444500056154;15249.11265315899981942;17010.27298811700165970;18770.95342958399851341;20531.80291270499947132;22293.27569212199887261;24055.68974610599980224;25819.26765928199893096;27584.16524103600022499;29350.49155800299922703;31118.32295662500109756;32887.71287962199858157;34658.69873662800091552;36431.30671472699759761;38205.55514465099986410;39981.45685793399752583;41759.02083666600083234;43538.25336844500270672;45319.15885432500363095;47101.74037522199796513;48886.00008781500218902;50671.93950159299856750;52459.55967347099795006;54248.86134300599951530;56039.84502803099894663;57832.51109110200195573;59626.85978574900218518;61422.89128979400265962;63220.60572741000214592;65020.00318572599644540;63678.86322654599644011;63384.28838903699943330;63089.71348184099770151;62795.13852590999886161;62500.56353587799821980;62205.98852195100334939;61911.41349131100287195;61616.83844887199666118;61322.26339836000261130;61027.68834201600111555;60733.11328173000219977;60438.53821863600023789;60143.96315351699740859;59849.38808707499993034;59554.81301955300295958;59260.23795154500112403;58965.66288286200142466;58671.08781404400360771;58376.51274482099688612;58081.93767554400255904;57787.36260610500175972;57492.78753666600096039;
Лавровый лист;кг.;0.00000000000000000;0.00000000000000000;9.00684215523000020;15.26834762973000004;21.28547400165000170;27.24692381010000020;33.17108324715000123;39.07082264859000276;44.95515124815000263;50.83037551052999703;56.70090996038999975;62.56984476528000272;68.43934304235000354;74.31091897374000155;80.18563248702000124;86.06422553094000705;91.94721747011999469;97.83497186001000046;103.72774318874999722;109.62570959874000209;115.52899578875999964;121.43768904908999673;127.35185048216999348;133.27152285977999213;139.19673612221998837;145.12751122815001281;151.06386284774998785;157.00580125074000648;162.95333362605001071;168.90646500530999674;174.86519891156999051;180.82953781002001392;186.79948342676999573;192.77503697034001107;198.75619928583000728;204.74297096597999257;210.73535242470001094;216.73334395242000028;212.26287742182000784;211.28096129678999660;210.29904493947000788;209.31712841969999772;208.33521178626000392;207.35329507316998843;206.37137830437001185;205.38946149623998849;204.40754466120000643;203.42562780672000144;202.44371093909998649;201.46179406211999208;200.47987717839001220;199.49796029025000621;198.51604339850999281;197.53412650514999882;196.55220960954000020;195.57029271348000066;194.58837581606999834;193.60645891848000133;192.62454202034999184;191.64262512222001078;
Лапша яичная;кг.;0.00000000000000000;0.00000000000000000;300.22807184099997357;508.94492099100000360;709.51580005499999970;908.23079367000002549;1105.70277490500006934;1302.36075495299996874;1498.50504160500008766;1694.34585035100008099;1890.03033201299990651;2085.66149217600013799;2281.31143474500004231;2477.03063245800012737;2672.85441623399992750;2868.80751769800008333;3064.90724900399982289;3261.16572866700016675;3457.59143962500002090;3654.19031995800014556;3850.96652629199979856;4047.92296830299983412;4245.06168273900038912;4442.38409532599962404;4639.89120407399968826;4837.58370760500019969;5035.46209492500020133;5233.52670835800017812;5431.77778753500024322;5630.21550017699973978;5828.83996371899957012;6027.65126033399974403;6226.64944755899978190;6425.83456567800021730;6625.20664286099963647;6824.76569886600009340;7024.51174748999983422;7224.44479841399970610;7075.42924739400041290;7042.69870989300034125;7009.96816464899984567;6977.23761398999977246;6944.50705954200020642;6911.77650243900006899;6879.04594347900001594;6846.31538320799973008;6813.58482204000029014;6780.85426022400042712;6748.12369796999973914;6715.39313540399962221;6682.66257261299961101;6649.93200967499979015;6617.20144661700032884;6584.47088350499961962;6551.74032031800015830;6519.00975711600040086;6486.27919386899975507;6453.54863061600008223;6420.81806734499969025;6388.08750407400020777;
